Nitrogen,Phosphorus,Potassium,humidity,ph,temperature,rainfall,label
76,47,42,83.29114712,5.739175027,20.08369642,263.6372176,1
99,41,36,82.74835604,6.738652179,24.45802087,182.5616319,1
99,54,37,80.33502926,5.594819626,21.14347496,198.6730942,1
86,59,35,82.11124033,6.946636369,25.78720567,243.5120414,1
69,46,41,80.28597873,5.012139669,23.64124821,263.1103304,1
91,56,37,80.56887849,6.363472208,23.43191632,269.5039162,1
61,52,41,83.891805,6.880431223,24.97669518,204.8001847,1
67,45,38,82.1706881,7.300410836,22.72791041,260.8875056,1
79,42,37,82.84022551,6.587918708,24.87300744,295.6094492,1
78,43,42,83.00320459,7.283736617,21.32376327,192.3197536,1
75,54,36,84.56919326,7.023936392,26.29465461,257.4914906,1
97,36,45,81.85872947,6.939083505,22.2286982,278.0791793,1
67,47,44,81.78596776,7.868474653,26.73072391,280.4044392,1
73,35,38,81.97927117,5.005306977,24.88921174,185.9461429,1
77,36,37,81.46033732,6.136131869,26.88444878,194.5766559,1
81,41,38,83.72874389,7.524080076,22.67846116,200.9133156,1
68,57,43,80.37979919,5.706943251,26.08867875,182.9043504,1
72,45,35,82.94682591,5.758506323,25.42977518,195.3574542,1
61,53,43,81.05635517,6.349606327,26.40323239,223.3671883,1
67,43,39,84.96907151,5.999969026,26.04371967,186.7536773,1
67,58,39,80.54372813,5.453592032,25.2827223,220.1156708,1
66,60,38,83.47038318,6.372576327,22.08576562,231.7364957,1
82,43,38,81.43321641,5.105588355,23.28617173,242.3170629,1
84,50,44,81.40633547,5.935344406,25.48591986,182.6549356,1
81,53,42,81.03569343,5.17782304,23.67575393,233.7034975,1
91,50,40,84.1341879,6.462391607,20.82477109,230.2242223,1
93,53,38,81.91411159,7.069172227,26.92995077,290.6793783,1
90,44,38,83.88387074,7.473134377,23.83509503,241.2013513,1
81,45,35,80.12267476,6.158376967,26.52872817,218.9163567,1
78,40,38,83.85642678,7.549873681,26.46428311,248.2256491,1
60,51,36,82.81088865,6.028321558,22.69657794,256.9964761,1
88,46,42,83.46358271,6.604993475,22.68319059,194.2651719,1
93,47,37,82.14004101,6.500343222,21.53346343,295.9248796,1
60,55,45,83.3293191,5.935745417,21.40865769,287.5766935,1
78,35,44,84.67353597,7.072655622,26.54348085,183.6222657,1
65,37,40,83.59512273,5.333322606,23.35905428,188.413665,1
71,54,16,63.69070564,5.749914421,22.61359953,87.75953857,2
61,44,17,71.57476937,6.931756558,26.10018422,102.2662445,2
80,43,16,71.59351368,6.657964753,23.55882094,66.71995467,2
73,58,21,57.68272924,6.596060648,19.97215954,60.65171481,2
61,38,20,62.69503871,5.970458434,18.47891261,65.43835393,2
68,41,16,57.80840636,6.158830619,21.77689322,102.0861694,2
93,41,17,66.50415474,6.047906679,25.6217169,105.4654703,2
89,60,19,66.6902901,5.913664501,25.19192419,78.06639649,2
76,44,17,62.5542482,5.855442401,20.41683147,65.27798457,2
67,60,25,66.78627406,5.750254943,24.92162194,109.2162279,2
70,44,19,73.4541537,5.852607099,23.31689124,94.29712821,2
90,49,21,68.3584573,6.472523287,24.84016732,74.05474936,2
62,52,16,58.84015925,6.967057762,22.27526694,63.87020584,2
92,44,16,65.76816093,6.082973754,18.87751445,94.76189431,2
66,54,21,60.2001687,5.919045532,25.19008683,72.12375573,2
63,58,22,55.28220433,6.204747653,18.25405352,63.72358154,2
70,47,17,70.4162444,6.600827017,24.6129118,104.1626147,2
61,41,17,65.26185135,6.021902237,25.1420613,76.68456006,2
66,53,19,60.1159381,6.033550195,23.09348056,65.49730729,2
74,55,19,62.89366992,6.28886807,18.05033737,84.23613484,2
77,57,21,73.80435276,6.550563823,24.9321581,79.74078719,2
99,50,15,71.09445342,5.573286437,18.14710054,88.07753741,2
74,56,22,66.65952796,6.829199275,18.28362235,80.97573281,2
83,45,21,58.75082029,5.716222912,18.83344471,79.7532896,2
100,48,16,67.22190688,5.54990242,25.71895816,74.51490791,2
79,51,16,68.49835977,6.586244581,25.33797709,96.46380213,2
94,39,18,57.48775781,5.893093135,23.89114571,102.8301942,2
75,49,15,71.50905983,5.918263801,21.53574127,102.4852929,2
78,48,22,63.10459626,5.588650585,23.08974909,70.43473609,2
87,54,20,63.4711755,6.576418207,25.61707368,108.8303762,2
87,35,25,63.1621551,6.178056304,21.44526922,65.88951188,2
63,43,19,55.53128131,6.641906353,18.51816776,90.988051,2
84,57,25,67.99257471,6.489040367,22.53510514,64.40866039,2
64,35,23,61.89472002,5.680361038,23.02038334,63.03843397,2
60,46,22,65.61418761,6.625404348,24.89364635,87.9298085,2
98,44,21,74.089114,6.524478032,25.77175115,107.4931917,2
75,56,18,62.35750641,5.696205468,19.39851734,60.95197486,2
86,55,21,59.64024162,6.803931519,21.54156232,109.7515385,2
98,35,18,74.82913698,6.252797548,23.79746068,91.76337172,2
76,57,18,74.52600826,6.092725883,18.9802729,94.26249353,2
99,56,17,73.13112261,6.234330356,24.10859207,71.07562236,2
60,44,23,70.04556743,5.722579819,24.7947077,76.72860067,2
74,48,17,60.27766379,6.430616465,21.63162756,69.21803098,2
89,60,17,57.21025565,5.983952675,25.37548751,101.7004306,2
69,51,23,72.85462807,6.80163854,22.21738222,106.6213157,2
96,46,22,69.00128641,6.499936446,20.58314011,66.29390357,2
61,60,15,68.74248334,6.265564338,24.87502824,91.26056654,2
74,58,18,56.35606753,6.727303282,20.03728219,109.024141,2
74,43,23,61.89082199,6.325235159,25.95263264,99.57981207,2
63,43,17,65.47050802,6.807487794,19.28889933,71.3195307,2
99,36,20,65.34583901,6.671085817,20.57981887,78.34604471,2
77,36,23,56.73426469,6.648725327,24.71417533,88.45361858,2
87,60,23,63.91281869,6.439071996,20.27317074,62.50351892,2
60,38,17,64.23580251,6.474476516,18.41932981,76.41312437,2
94,54,17,61.74427165,5.871647806,23.39128187,107.3198135,2
95,38,22,61.24500053,5.730617109,19.84939404,100.7689246,2
84,44,21,61.91044947,5.850439831,21.869274,107.2681929,2
77,58,19,56.50768935,5.791649933,22.8056033,101.5952794,2
66,44,20,69.02298571,6.740000688,19.0781471,80.72515943,2
63,35,16,65.35549924,6.272417541,22.02720976,83.73280082,2
79,45,20,59.24537979,5.715208817,23.80546189,89.9622014,2
72,60,25,69.0276233,5.773454729,18.52510753,88.10234397,2
67,51,24,61.32026065,5.584171461,23.50297882,64.77791424,2
86,36,24,72.89187265,5.787268394,26.54986394,73.33636055,2
76,48,18,69.63481219,5.77597783,19.29563411,83.21030571,2
75,53,18,59.4375337,6.864793607,20.68899915,103.651438,2
81,45,23,68.034493,6.192360003,19.32666088,84.22969177,2
73,45,21,73.58868502,6.636803223,24.60532218,96.59195302,2
71,35,24,59.52193158,5.826426917,22.27373646,67.96704792,2
96,54,22,61.33450447,6.960358276,25.70196694,83.20711308,2
99,39,18,68.30578978,6.11275104,19.20129357,87.85092352,2
62,48,20,60.47470519,6.708446922,21.70181447,95.71388473,2
86,37,16,59.21235483,5.561510732,20.51716779,67.61013737,2
94,50,19,73.62548442,5.873242491,23.30355338,97.59081274,2
76,39,24,55.64709899,6.995843776,24.2547451,64.23845455,2
77,52,17,65.7420046,5.714799723,24.86374934,75.82270467,2
74,39,23,65.77472881,6.78073637,22.6265115,88.17251033,2
81,49,20,60.61494304,5.513697923,18.04185513,104.2321615,2
63,42,21,72.33125523,5.798423908,23.26237612,67.10225139,2
99,38,21,71.59722446,6.352471866,22.88330922,67.72777298,2
90,52,25,69.36385721,6.822586546,25.97482359,103.2234212,2
68,40,19,66.20569924,6.655426355,26.14384005,107.2361366,2
60,57,24,61.55327249,6.121294041,18.66116213,75.03247667,2
71,52,18,55.97732754,5.790770203,25.10787449,78.16077693,2
61,59,17,59.24580604,6.47444292,23.33844615,105.0083144,2
88,38,15,65.92195844,6.455116637,25.08239719,62.49190812,2
65,60,22,72.52054555,6.606984086,25.36768364,107.9124111,2
78,37,22,63.31801994,6.330554389,25.34217103,74.52082026,2
78,58,15,67.816568,6.528631266,25.00933355,62.91359494,2
92,60,23,71.516474,5.721667141,18.66746724,69.93293255,2
79,59,17,63.73849998,6.644205485,20.37999665,108.5054416,2
91,55,15,72.61024172,6.376651091,18.09300227,78.96159541,2
76,51,18,71.96246617,6.247040422,26.16985907,79.84925393,2
87,48,25,61.37879671,6.656730008,18.65396672,93.62039175,2
71,60,22,59.37147589,6.2048017,26.07470121,85.75692395,2
90,57,24,72.80086137,6.158860284,18.92851916,82.34162918,2
67,35,22,63.24648023,6.385684214,23.30546753,108.7603001,2
60,54,19,62.49878458,6.417820493,18.74826712,70.23401597,2
83,58,23,59.66263104,6.381201909,19.74213321,65.50861389,2
83,57,19,70.74739256,6.877869005,25.73044432,98.73771338,2
40,72,77,16.98861173,7.485996067,17.02498456,88.55123143,3
23,72,84,17.13159126,6.920251378,19.02061277,79.92698081,3
39,58,85,15.40589717,5.996932037,17.88776475,68.54932919,3
22,72,85,15.65809214,6.391173589,18.86805647,88.51048983,3
36,67,77,19.56381041,7.152811172,18.36952567,79.26357665,3
32,73,81,15.40312102,5.988992796,20.45078582,92.68373702,3
58,70,84,16.60820843,6.231049028,20.6543203,74.6631118,3
59,70,84,18.74926979,7.550808267,17.3348681,82.61734721,3
42,62,75,18.90426935,7.010570541,18.17912258,81.84997529,3
28,74,81,18.30968112,8.753795334,18.01272266,81.98568791,3
58,66,79,19.33470387,8.718192847,20.99373558,93.55280105,3
43,66,79,15.22538951,7.976607593,19.46233971,74.58565097,3
58,63,81,14.69765308,6.515499549,19.81344531,78.96514709,3
23,62,85,19.5161216,8.490127142,18.97424756,80.7108745,3
27,62,77,14.71070537,6.576415562,18.19737048,70.18185181,3
28,72,84,19.18197264,6.481783043,18.72963144,71.58010169,3
50,56,76,19.8601304,7.966605025,20.99502153,73.50734019,3
39,71,84,16.39535215,8.140825437,20.28155898,82.52339655,3
25,78,76,15.7559405,7.228963452,17.48042641,66.96980581,3
31,70,77,14.32313811,6.492546046,20.88818675,90.46228334,3
26,80,83,16.14565756,7.528599957,17.08498521,71.31007253,3
25,68,77,15.11279612,7.701446446,20.09340593,85.74904898,3
31,78,76,14.99927489,8.519975748,17.57212145,89.31050665,3
60,68,83,18.43475844,6.620900869,19.12065218,85.52950164,3
59,62,83,19.22008229,8.104396058,18.57665902,72.94940441,3
22,67,78,14.42457525,6.204090835,17.16606398,72.32667516,3
36,65,80,16.67921616,6.051091339,18.2872007,74.87445574,3
59,60,84,18.66725565,7.690962338,19.03025305,94.70992037,3
54,77,85,17.0662427,7.829211144,17.1418614,83.74606679,3
43,68,81,17.93253975,6.761599706,17.47809436,78.92060234,3
28,76,82,14.25803981,6.654425315,20.56601874,83.75937135,3
42,79,85,15.82069268,6.129533877,17.22385224,76.57580954,3
32,60,83,19.44225438,8.829273328,19.69141713,91.76071648,3
22,78,76,19.09172907,8.621662982,17.84851658,76.32470713,3
31,79,75,16.1074793,8.204862075,18.8202251,89.73119396,3
28,58,81,16.54314829,6.18042747,17.47500984,93.35034262,3
57,58,77,17.58406365,7.978996755,18.72649425,81.20176515,3
49,55,78,16.17772668,7.863113671,18.65580107,81.70769297,3
46,76,77,19.68538502,6.967843048,18.2356751,83.74879344,3
54,61,77,15.21618225,6.206582193,18.81198127,77.5429424,3
38,60,76,17.80852431,8.868741443,18.65054116,77.92798682,3
59,55,79,16.89574311,8.766128654,20.36720401,82.2545577,3
36,76,75,16.63805158,8.736337905,18.38120357,70.52056697,3
57,68,81,17.30457712,8.081095263,17.17012591,72.78624223,3
35,66,81,15.77458129,6.138243973,19.37101121,85.24819851,3
35,64,78,14.27327988,7.496645259,17.92845928,85.37378769,3
52,60,79,18.23490739,8.380185271,19.45339934,75.6317566,3
27,76,83,14.92241479,6.289614016,19.12829388,89.61857826,3
57,60,84,17.26184541,6.586777189,19.1034283,75.49101167,3
52,68,78,16.96070581,6.89655198,17.48504075,86.05078037,3
43,79,79,18.98030507,7.806747656,19.40751744,80.25064637,3
44,74,85,19.63719995,7.150681303,20.18649426,78.26039559,3
24,55,78,15.15405941,6.64919573,17.30287885,75.57790384,3
29,77,75,15.48083156,7.778591618,17.50361137,72.9446671,3
20,60,78,14.70085967,6.358740355,18.17234999,90.7760707,3
56,67,78,16.71826572,8.255450758,17.57445618,77.81891424,3
37,66,85,18.91295403,6.456148474,20.93175255,78.06910795,3
49,71,76,17.63879418,6.613072145,19.71098332,85.57925437,3
59,69,80,17.86754927,8.165359297,19.07937684,69.40619137,3
20,79,77,16.02542689,7.64867466,18.54988627,76.32565249,3
24,56,85,17.41333199,6.545888558,18.19903647,80.6405403,3
51,72,75,14.99451145,7.104224797,18.88852533,80.1113384,3
57,73,85,14.72115044,7.358099622,18.49311205,91.94595352,3
22,64,82,17.17260319,6.4740245,19.48974337,87.51312796,3
52,73,79,18.74943955,7.840339389,17.25769499,94.00287214,3
29,75,75,18.71483156,7.064790365,19.62416326,88.4585692,3
44,59,78,19.85388984,7.599033472,20.67526473,84.78344008,3
41,69,82,16.63294455,6.715587232,20.02381489,68.97806542,3
52,56,85,14.44228303,6.81712422,20.1187446,88.68168643,3
34,76,80,15.84572566,7.985417393,20.65691793,65.23811143,3
42,74,83,14.2804191,7.545258424,19.2582557,65.78042032,3
34,71,79,15.85622899,7.728998197,17.927806,74.63872762,3
27,73,79,15.83500655,7.354973451,19.16288268,82.69766829,3
30,70,79,19.96978871,7.313122235,20.26942271,69.64449182,3
57,57,75,18.25142068,7.785039076,17.09104223,87.27444866,3
27,79,82,17.54024066,6.307004923,17.06579293,70.87150577,3
32,71,85,14.44008871,6.403982316,20.62767492,92.06630306,3
31,76,82,17.85057083,7.599279991,20.8248451,79.20509212,3
33,75,84,18.72831993,7.217018459,19.46210401,68.81405149,3
47,80,77,16.42891834,7.561108006,17.18248372,72.85017344,3
54,62,80,16.39055394,7.489545074,17.48911699,79.45758333,3
47,79,78,14.76014523,6.609696734,17.48395377,65.11365631,3
35,57,83,17.44534641,7.476800943,19.48316794,80.4986291,3
53,73,77,18.09665739,7.325451279,19.71359733,73.64476535,3
45,61,78,16.06240074,6.489389282,19.48649305,81.5284269,3
37,78,79,14.82633099,7.786366322,19.95264829,88.6810311,3
30,75,81,16.80472243,6.408437886,19.41789736,68.4951189,3
37,55,82,18.02235902,8.423873703,19.45591848,78.44910564,3
53,65,76,16.41998269,8.719960893,20.19137759,77.33795356,3
22,60,85,14.74071856,7.811997977,18.8392908,94.78189594,3
60,61,78,19.83643308,6.317153205,20.71219282,94.03659867,3
42,67,77,15.9362937,7.114405288,18.99424448,78.69707199,3
39,76,76,15.57324389,8.135900726,19.96837462,69.15759062,3
35,63,76,17.60756635,7.714153038,17.81564548,90.82097601,3
30,65,82,15.27824066,7.103798069,20.71424384,76.77888672,3
57,56,78,18.75626255,8.861479668,17.34150229,67.9545435,3
48,65,78,14.33847406,7.861128148,17.43732714,73.0926704,3
36,56,83,19.76182946,7.4526709,18.89780215,69.09512477,3
40,58,75,14.77959596,7.168096055,18.59190771,89.60982451,3
49,69,82,15.36143547,7.26311855,18.31561493,81.78710463,3
13,60,25,20.59541693,5.68597166,17.13692774,128.256862,4
25,70,16,18.90705639,5.759237003,19.63474332,106.3598183,4
31,55,22,21.33953114,5.873171894,22.91350245,109.225556,4
40,64,16,24.24045875,5.926676985,16.43340342,140.3717815,4
2,61,20,23.02251117,5.95561668,22.13974653,76.64128258,4
26,65,22,18.77621951,5.949949081,17.84806561,143.0984171,4
17,57,21,20.31564139,5.789214289,19.88394011,60.91974792,4
26,80,18,23.3334788,5.581021521,19.32509638,104.7783947,4
17,59,17,23.42829938,5.689858133,18.4167001,132.9801054,4
27,59,22,23.20591245,5.794158504,21.81167649,130.0608093,4
28,58,24,18.28173015,5.748190463,19.72702528,143.7630894,4
25,57,19,19.87070659,5.566522896,17.15432954,87.99669731,4
28,80,17,18.67170854,5.809419584,19.62207826,144.1567454,4
25,60,22,21.17919701,5.887263027,21.63149148,134.3649948,4
12,78,23,18.72479695,5.99812453,16.06522754,88.06638775,4
6,77,25,24.36314135,5.792744849,20.61162204,69.63833855,4
22,79,17,20.39659714,5.912289889,21.42451099,116.5206923,4
27,80,15,21.21092266,5.788386951,19.07096165,86.21917578,4
10,55,23,19.63438599,5.728233081,21.18853178,137.1948633,4
23,65,20,22.42610972,5.833940084,23.0429097,108.3684316,4
19,78,16,23.10538637,5.967533236,20.65375833,67.71768947,4
19,65,25,18.29318436,5.625096446,18.09551014,144.7902323,4
22,70,19,21.07643273,5.515615023,18.23775702,69.44951585,4
37,64,22,18.8251973,5.954665349,17.48189735,121.9401369,4
11,71,17,21.47324158,5.74644777,19.9191786,82.68554379,4
18,79,20,23.2353604,5.877347515,20.27514686,139.7521543,4
21,63,17,19.2303162,5.979973965,15.77370214,108.3441414,4
24,80,22,19.17651433,5.635993966,16.71170642,96.77285817,4
34,60,22,18.15302753,5.635231778,17.66148158,100.6711761,4
16,75,21,23.61670065,5.679224346,18.50692825,87.0513289,4
17,77,23,20.81527638,5.670062975,24.51324787,64.19497947,4
37,72,18,24.54038287,5.724242065,18.87614998,105.4120514,4
40,73,20,20.31871249,5.811314232,21.59343016,61.13872036,4
9,77,17,24.45202552,5.783425416,20.12373284,106.158201,4
1,62,23,18.37477907,5.607808432,15.43546065,139.0302034,4
33,59,22,21.59396123,5.946999529,22.64236876,122.3886015,4
23,59,19,24.87304788,5.852046999,21.98560799,129.5650601,4
6,62,22,18.09224048,5.824090984,20.53052663,120.4509288,4
25,63,20,21.14544088,5.502999119,15.78601387,95.17028129,4
7,79,23,19.68751084,5.821649914,19.6365349,96.65888933,4
8,72,17,19.7520218,5.711439256,20.57341244,87.87869161,4
27,64,15,24.84207559,5.514927264,20.16080524,138.2362122,4
28,66,23,24.25386207,5.99616119,21.53989176,120.6913038,4
32,57,18,23.75560241,5.695422863,15.53834801,107.3850593,4
27,56,22,20.70099804,5.833010958,19.91853092,108.6434544,4
17,77,24,18.93146941,5.568456899,20.76952209,109.0193712,4
0,65,15,23.22197648,5.645435626,23.46168338,95.84253438,4
13,72,21,21.0278674,5.821194486,24.32116642,60.27552528,4
34,60,23,24.96969858,5.659254981,20.12574053,100.0497183,4
9,80,19,18.57086554,5.945465949,21.80619564,125.0972687,4
11,72,20,24.92607153,5.951177452,19.52226241,113.334026,4
3,67,24,19.90790546,5.520880014,17.00067625,103.2926407,4
35,69,23,24.96881755,5.578410206,16.78791503,75.45328039,4
3,77,25,22.89464642,5.608165195,24.84906168,62.21292186,4
23,62,19,20.4555596,5.609435128,16.51783455,98.77794225,4
22,71,17,19.38602098,5.509295379,18.15300153,107.6907964,4
31,79,25,22.3104551,5.902033406,23.18864385,63.38208822,4
34,59,18,21.98879437,5.744117663,23.38002569,87.66898664,4
12,63,17,19.37703396,5.717143397,18.358923,138.414764,4
27,56,20,20.51346956,5.542690119,19.25975367,94.9533526,4
7,63,24,24.03553105,5.858617867,22.95458237,107.7315386,4
24,67,22,22.89845607,5.618844277,20.120043,104.6252153,4
11,71,24,22.7182355,5.606620346,21.14011423,141.6056722,4
37,74,15,18.22590825,5.582178402,24.92360104,62.7089169,4
25,76,24,24.91506728,5.56503533,15.33042636,135.3315583,4
34,66,17,21.27833035,5.889614577,18.81097271,125.084915,4
20,69,15,22.77255917,5.934136378,23.44260668,107.4137246,4
37,65,16,18.97267518,5.683548308,22.8352024,63.59276673,4
18,74,15,22.27512704,5.70836603,24.9035819,146.4727237,4
4,67,25,24.35679348,5.948164454,23.78709569,119.6404412,4
37,56,25,19.60379304,5.774755144,22.05592283,126.7265372,4
5,59,15,20.18238348,5.97229163,18.87492997,134.1811718,4
11,61,21,23.02410338,5.532100554,18.62328774,135.3378033,4
22,80,20,18.86880997,5.669560726,23.00884744,100.118612,4
12,61,19,24.13995025,5.655726817,19.33162606,68.51253427,4
5,74,21,21.35793891,5.591704014,16.24469193,66.97053257,4
27,69,22,24.90814655,5.932323085,17.91652287,69.14681022,4
31,75,18,21.43780702,5.824208309,15.46789263,88.88796102,4
36,68,20,23.77201471,5.86442953,17.06104474,81.83420522,4
5,65,16,18.48522915,5.866744372,21.32776028,109.1013261,4
32,79,15,20.74619325,5.706198621,23.90910104,81.60211243,4
11,78,22,22.74378977,5.940546818,23.89756791,112.6616435,4
0,55,22,20.57940608,5.916779289,22.98666928,143.8584938,4
14,59,15,22.91244883,5.779090476,21.35135729,146.4548645,4
29,68,23,19.27907819,5.82738029,24.1638445,116.7324324,4
32,68,19,18.18325169,5.514234138,24.62835037,149.7441028,4
17,64,17,24.93896255,5.662699104,21.02213209,124.6118471,4
13,69,19,20.01730914,5.86390397,17.30844532,115.199245,4
14,67,22,24.75485098,5.624690248,23.82576704,84.64143632,4
9,69,20,23.96362799,5.591560999,19.30607278,129.3449326,4
20,73,22,22.33195853,5.976312538,16.03768615,130.3900798,4
40,78,20,20.83398341,5.669236258,19.18572809,80.15293435,4
27,72,23,21.79992115,5.961934481,19.92889503,64.02640797,4
14,67,15,24.67385131,5.690065688,19.56376468,139.2921004,4
7,56,18,24.32991649,5.698371311,18.31357543,76.14153904,4
27,65,18,23.22323766,5.59503163,20.10993761,73.36386477,4
30,63,16,21.90539577,5.525904526,23.60506572,100.5978728,4
37,70,25,24.89487354,5.819403771,19.73136909,84.06354115,4
27,63,19,21.1893007,5.562201934,20.93409877,133.1914419,4
22,60,24,20.24768314,5.630664753,18.78226261,104.2570723,4
3,72,24,57.92887167,6.03160778,36.51268371,122.6539694,5
40,59,23,62.73178224,5.269084669,36.89163721,163.7266551,5
33,73,23,59.38967583,5.985792703,29.23540524,103.3301803,5
27,57,24,43.35795962,6.09186275,27.33534897,142.3303677,5
10,79,18,55.46985938,5.624731338,21.0643684,184.6226709,5
30,75,25,42.35249879,6.446091759,30.33276599,149.299952,5
40,70,20,45.03186173,5.623490043,31.80130272,147.0361442,5
38,55,19,38.23184742,5.864623352,33.18184225,198.8298806,5
35,58,20,63.47742011,5.761702519,29.38538562,90.05422663,5
38,61,21,67.38680755,4.696518678,30.27374995,127.7767134,5
33,58,24,68.75810535,5.269504214,35.45790488,108.6333046,5
16,56,17,40.03262418,7.445444883,33.80020039,176.6165894,5
31,72,17,49.47225353,5.833031708,28.69180475,96.36222901,5
16,80,20,56.67369054,7.339320929,31.24021696,122.0146733,5
27,72,17,57.23265151,6.347929353,28.98039357,120.7435664,5
40,62,19,34.13737127,4.697750704,27.32198928,96.51524028,5
18,58,16,38.80023714,4.962661422,21.47607807,180.382234,5
3,68,16,34.69776639,4.964887857,18.31910448,107.4721605,5
26,67,24,37.73992903,5.642813116,36.97794384,161.4812963,5
16,70,20,40.1242747,5.6093956,24.80467592,121.5639121,5
24,63,19,55.96805489,4.681576043,19.3479443,194.5921148,5
9,76,25,50.12323801,5.70951224,28.88302142,179.2155874,5
16,55,19,47.19188279,6.413543781,19.54314136,192.4372194,5
28,75,21,50.54621094,6.007508163,24.7741949,114.2821387,5
16,71,24,38.40975482,4.946369874,18.33124824,139.6483317,5
24,70,21,45.3733757,5.517208078,19.14729038,132.7748215,5
38,72,21,49.4421345,5.902103172,28.23416057,186.5008581,5
9,66,21,34.13307843,5.719889876,30.11812084,157.0858232,5
34,56,17,35.42910045,4.548202098,33.4126864,139.6702541,5
1,76,19,46.68746847,6.669529416,24.18553163,177.3377996,5
6,69,19,41.69617915,4.750929218,26.88630675,94.46748008,5
26,73,21,57.97429171,4.946263888,31.33170829,161.7820226,5
27,61,18,67.07780816,5.266227032,33.30711818,108.5090168,5
27,71,23,46.48714759,7.10959773,23.45379018,150.8712202,5
36,61,21,39.04468913,5.617008201,34.53823889,168.5948318,5
